3019	[5761, 9166, 11009, 15758, 19891, 17182, 17464, 12987, 16087, 9189, 9414, 7640, 19735, 21290, 13492, 15975, 9421, 17120, 19256, 2263, 535, 12009, 1398, 15269, 18523, 9787, 3790, 4385, 17591, 13459, 14860, 2202]
3020	[7095, 2702, 3509, 15002, 8154, 7427, 6653, 2163, 13492, 6130, 7714, 7564, 1858, 98, 8844, 19256, 6853, 18580, 19114, 19264, 18351, 1763, 5165, 19850, 15269, 4493, 18523, 9787, 2547, 6209]
3021	[20239, 18898, 12048, 21447, 8867, 16087, 5872, 15428, 519, 13091, 13586, 9117, 8832, 9775, 5526, 15863, 1428, 11331, 10799, 15273, 7571, 14527]
3022	[2687, 9166, 17055, 11732, 2003, 13864, 14738, 18304, 7427, 17568, 6452, 6245, 1665, 6059, 10308, 12796, 5647, 15975, 7634, 17634, 11892, 3080, 10469, 14149, 3895, 12302, 21448, 1744, 9903, 14315, 1015, 8739, 20039, 9577, 16080, 9787, 7373, 13459, 15361]
3023	[13076, 16622, 11785, 20934, 15083, 8616, 17211, 13526, 14536, 11465, 16296, 12712, 18829]
3024	[2402, 14472, 13992, 13056, 5992, 4000, 6310, 16264, 17634, 7714, 11669, 13836, 21143, 609, 10009, 7954, 17892, 15943, 1270, 18908, 11652, 20840, 15269]
3025	[12618, 3535, 14728, 17568, 3504, 11387, 2941, 4883, 19399, 12930, 11457, 6846, 13536]
3026	[18708, 984, 1981, 13531, 6465, 9595, 10829, 2878, 5340, 13587, 11524, 498]
3027	[20049, 15069, 3883, 12618, 3511, 13854, 4923, 7397, 2117, 20799, 12184, 18467, 18848, 11657, 17469, 16606, 6751, 4922, 7372, 10161, 17973, 12670, 931, 1908, 4327, 19899, 14653, 9060, 17661, 11558, 521, 2728, 12996]
3028	[3821, 16341, 9539, 17309, 12618, 19891, 12826, 10852, 1281, 15540, 5821, 21101, 8313, 17387, 21440, 18117, 3866, 2403, 11602, 17366, 13056, 17236, 10509, 9702, 5647, 5788, 16619, 1392, 10160, 9385, 16698, 797, 10499, 20403, 17563, 17723, 11842, 4780, 1154, 21109, 7144, 7159, 19256, 4479, 7327, 2338, 716, 9354, 3669, 6173, 410, 9903, 17670, 14024, 3767, 6548, 12145, 14550, 1987, 17764, 17293, 4523, 16321, 20481, 3611, 18563]
3029	[828, 21290, 7362, 12101, 17120, 17773, 9354, 5165, 18210, 1398]
3030	[3844, 2434, 18269, 14385, 4524, 6363, 17585, 19274, 6419, 207, 15033, 20758, 2129, 9702, 7712, 19351, 12436, 2614, 20066, 13038, 20670, 19046, 11269, 17198, 3794, 8630, 9178, 3369, 20605, 10875, 10878, 1270, 18818, 8357, 18452, 14239, 17742, 7557, 9059, 2947, 18210, 15736, 4332, 17472, 10368, 6428, 21177, 14785, 17720, 10834, 12271, 13191, 16714, 7749]
3031	[4577, 20242, 20562, 6765, 4775, 5891, 1251, 13237, 18818, 4959, 17214, 12500, 673, 18182, 12448]
3032	[1339, 18359, 12618, 7957, 13328, 19013, 9735, 3640, 12987, 17880, 15846, 2305, 17366, 6419, 20159, 5992, 16762, 11052, 2289, 12912, 8206, 6300, 5765, 4285, 1154, 9343, 21284, 15525, 19835, 5634, 7954, 12782, 5198, 14401, 18866, 20039, 10466, 4136, 6827, 19360, 3923, 10058, 13587, 11517]
3033	[16387, 9816, 18823, 7589, 13173, 8987, 17226, 11615, 12191, 14780, 3208, 13413, 14411, 10829, 2942]
3034	[5256, 563, 849, 18823, 12830, 291, 18867, 18656, 1981, 12002, 4168, 9067, 17535, 11892, 14157, 4887, 8028, 9581, 3998, 5707, 11839, 4936, 11331, 14803, 11028, 15273, 1708, 9656, 5957, 17472, 4385, 12271, 15414, 16748]
3035	[15599, 18215, 794, 11878, 10149, 2087, 21271, 8313, 4281, 19478, 15016, 20661, 16526, 11270, 2524, 20159, 207, 5343, 9949, 11615, 13411, 17970, 12436, 4633, 20066, 15710, 20009, 16916, 17448, 5766, 12670, 10328, 14838, 17001, 702, 8961, 410, 5691, 21411, 14239, 17742, 6110, 16828, 5899, 11836]
3036	[17447, 15733, 462, 8370, 7640, 4343, 17211, 15743, 17258, 8182, 13228, 20836, 8091, 16449]
3037	[21019, 14460, 13939, 5359, 14951, 14917, 1953, 1480, 11566, 8770, 7657, 4616, 5354, 17970, 14149, 8793, 18502, 21413, 331, 15664, 8992, 1574, 17639, 4895, 20817, 8452, 3914, 19494, 11465, 20530, 20520, 17657, 12066]
3038	[12721, 6207, 19701, 4112, 20934, 15480, 20763, 10225, 12023, 12097, 1405, 20732, 4943, 9674, 14312, 9388, 19198, 11312, 12550, 16748, 15080]
3039	[16466, 10064, 2931, 16867, 11465, 535, 20039, 13087, 12185, 498]
3040	[17788, 21428, 18592, 427, 5891, 16246, 10487, 15659, 10834, 14167]
3041	[17206, 17964, 1383, 20983, 6184, 13947, 5462, 19294, 203, 17193, 15564, 822, 21066, 7840, 13330, 1204, 19271, 20487, 21076, 15880, 14988, 20180, 503, 19008, 11089, 17239, 3170, 5349, 7270, 9173, 5340, 19011, 20793, 9654, 7749, 6215]
3042	[4916, 19486, 7372, 9694, 11916, 10072, 2609, 6650, 10829, 15572]
3043	[12363, 4512, 9736, 13864, 15328, 9414, 1359, 1480, 1665, 11451, 11555, 16994, 19403, 4954, 21371, 4233, 7286, 9843, 21120, 20836, 5022, 535, 13024, 6861, 2202]
3044	[12366, 1162, 15199, 7443, 12155, 2261, 10998, 15173, 1226, 14951, 11710, 12844, 18539, 8295, 2129, 15349, 5893, 2011, 18609, 20162, 19542, 12912, 9492, 6952, 9813, 18553, 8304, 3910, 10264, 15864, 11758, 17746, 13202, 9858, 9442, 13165, 13868, 7591, 19014, 21340, 6965, 7899, 18082, 10195, 5053, 15553, 7045]
3045	[11878, 13476, 12475, 356, 12050, 6653, 3912, 16619, 15797, 4207, 6281, 6846, 8193, 19958, 16537, 6681, 10995, 19967]
3046	[11315, 16694, 1199, 16188, 16011, 16915, 833, 17924, 12825, 3846, 18950, 8320, 18066]
3047	[17557, 9826, 13085, 12514, 12644, 8143, 9559, 6586, 2354, 7049, 11465, 14542, 7246]
3048	[21271, 11051, 7427, 5509, 2941, 10469, 20817, 17742, 14172, 15499, 9787, 16391, 7914]
3049	[17860, 13543, 15235, 5256, 5234, 17335, 10276, 9928, 7512, 14003, 8066, 6348, 2464, 1221, 17417, 14182, 1563, 16343, 11629, 4349, 14083, 3037, 4998, 6743, 12212, 20934, 15494, 1359, 11213, 3587, 12977, 16195, 14111, 20469, 7233, 18808, 13106, 16264, 7917, 19796, 15104, 15374, 8409, 5373, 13966, 13919, 11846, 11470, 17280, 17163, 9002, 21284, 1561, 2566, 18585, 8942, 9903, 13665, 5349, 9396, 18076, 8174, 18008, 16580, 2878, 11675, 18624, 70, 13515, 3194, 7403, 16006, 19998, 11236, 124, 17256, 16575, 1955, 3623, 13587, 2816, 8611, 14167, 5941]
3050	[19053, 20239, 1888, 11546, 3947, 671, 21428, 7115, 11803, 10438, 1765, 12618, 4512, 2083, 9300, 15957, 19247, 6060, 10149, 17753, 7450, 6511, 629, 2282, 8685, 10320, 1773, 20395, 20661, 1736, 2205, 21104, 18968, 10859, 8675, 17257, 5618, 3833, 2270, 4266, 13492, 3594, 1381, 2293, 18593, 3456, 11162, 20862, 16171, 10359, 9117, 7550, 12892, 17546, 7588, 9385, 14597, 5186, 14043, 3766, 9488, 2772, 20670, 19596, 19646, 16906, 7564, 15997, 18712, 18984, 3983, 11154, 21109, 17683, 4673, 4762, 11700, 20136, 21179, 82, 2179, 18152, 3189, 378, 14532, 8452, 3715, 7141, 1744, 17239, 9060, 21120, 6987, 11652, 14935, 1449, 4770, 2949, 10791, 5768, 20304, 18857, 14247, 16458, 7425, 9307, 16385, 11229, 12224, 13001, 5217, 14550, 8301, 2683, 17240, 6740, 15713, 3526, 18523, 9787, 20517, 4127, 1642, 19636, 17293, 9579, 16391, 12422, 13052, 11308, 8350, 20635]
3051	[5832, 8867, 16673, 9215, 11397, 16029, 7427, 13056, 8675, 1381, 11892, 10727, 1452, 18818, 14410, 21120, 17430, 20635, 2202]
3052	[8787, 21440, 5509, 6258, 10407, 1545, 12911, 18351, 6562, 2947, 327, 20481]
3053	[20283, 2689, 5401, 15610, 12534, 18981, 5176, 16361, 13434, 3326, 18031, 3057, 7205, 7672, 2663, 2830, 15783, 2305, 20519, 10983, 17526, 11393, 12020, 8642, 223, 2113, 10901, 16088, 415, 14509, 4897, 18909, 5526, 9465, 16065, 18972, 17017, 15864, 15658, 20516, 11662, 21357, 15266, 16940, 21145, 4996, 558, 7458, 20216, 3832, 3781, 18441, 4157, 17975, 11915, 20459, 8895, 3654, 259, 11466, 11836, 21283, 6218, 4246, 16859, 5033, 17305]
3054	[17860, 18176, 2889, 15560, 17057, 18565, 2488, 5650, 2800, 16784, 20379, 19105, 15655, 2757, 15603, 17870, 6874, 6816, 18309, 5992, 15033, 5343, 13807, 7320, 11954, 6871, 11892, 361, 12040, 9818, 19304, 11457, 12589, 2049, 10429, 1190, 280, 15345, 7147, 14325, 3998, 14694, 4359, 19045, 14235, 20168, 535, 10829, 4136, 3007, 124, 21202, 5268, 19466, 11426]
3055	[9378, 15573, 9449, 17897, 7838, 4211, 17226, 6282, 9949, 12849, 1399, 1351, 21176, 18431, 7136, 17103, 12317, 16636, 3369, 17403, 15943, 12137, 15708, 18332, 19360, 18526, 12415, 8731, 13934, 8595, 8621]
3056	[11374, 5367, 2517, 20352, 6060, 13782, 10552, 4193, 3246, 13375, 8864, 8832, 12160, 1992, 1965, 15559, 2047, 20911, 8749, 17764, 19137, 13934]
3057	[18847, 3626, 5559, 20317, 13318, 4813, 12189, 9064, 6228, 7107, 7590, 17229, 7204, 6273, 13281, 17628, 12465, 9464, 14993, 9937, 2179, 21448, 6272, 12364, 9932, 14874, 18866, 10829, 19648, 4656, 17720, 1224]
3058	[17251, 20447, 9631, 10543, 828, 658, 15717, 19485, 14233, 1626, 11694, 10343, 9178, 6173, 6283, 5691, 17281, 1195, 20039]
3059	[15372, 17055, 7427, 12050, 13056, 11930, 13411, 13884, 16619, 15249, 121, 18985, 17892, 11465, 1763, 9398, 535, 14997, 18428, 1846]
3060	[10768, 8566, 19873, 15611, 10965, 15892, 6207, 17417, 1376, 11174, 15428, 960, 8263, 3564, 3470, 19249, 12171, 4359, 12223, 14569, 14194, 11536, 2555, 18870, 353, 10690, 21202, 3878, 16206, 7316]
3061	[12618, 6419, 2129, 13411, 12436, 7882, 1518, 948, 17448, 7924, 6020, 17131, 6761, 8091, 10829, 6777]
3062	[17422, 16675, 14951, 17704, 3634, 7657, 12849, 1897, 15863, 11668, 16230, 17293, 12960]
3063	[12722, 21061, 15906, 1563, 1231, 7490, 6816, 21110, 17628, 3912, 11566, 8143, 13146, 5408, 7896, 12652, 10343, 15978, 19578, 13120, 8606, 20398, 1168, 1668, 16206, 9863]
3064	[17055, 12445, 5839, 12050, 5647, 3456, 19506, 9656, 5594, 7373]
3065	[4293, 20239, 13452, 15150, 9068, 19558, 671, 5256, 17299, 13318, 21428, 7115, 16997, 4813, 17470, 6401, 13776, 18269, 12618, 19891, 2027, 10882, 1075, 19379, 828, 17507, 4146, 11146, 572, 8603, 17294, 6679, 12893, 14951, 20379, 18368, 19105, 8748, 12987, 5824, 18775, 12575, 7916, 12475, 15333, 20661, 12505, 17628, 12361, 13359, 12050, 15152, 20014, 6690, 4202, 15805, 2129, 3657, 16472, 20417, 7385, 17226, 5647, 365, 11615, 11555, 5788, 12465, 3076, 16619, 13146, 9694, 1684, 14597, 3747, 19546, 15392, 9818, 10469, 14043, 4845, 20670, 7379, 7985, 15646, 11269, 18391, 17448, 7855, 996, 20180, 1154, 19086, 3895, 21254, 20962, 6846, 7327, 9595, 15495, 4396, 9423, 1405, 13237, 2843, 14162, 6640, 17773, 14987, 410, 10875, 6532, 128, 14120, 18818, 13644, 17670, 11839, 13838, 13148, 8430, 3233, 21120, 17079, 20551, 12695, 13228, 4034, 20836, 17430, 2869, 16984, 2298, 20478, 21323, 20463, 12083, 535, 15816, 14239, 10829, 6110, 6562, 10266, 4571, 2947, 17975, 14392, 17631, 11229, 17514, 10267, 21224, 21201, 87, 17240, 19360, 6740, 5722, 6939, 10324, 2103, 18523, 16206, 3955, 498, 4385, 16391, 17720, 2158, 16801, 3445, 19152]
3066	[20694, 4336, 18435, 21443, 10768, 21330, 9498, 8694, 18565, 18531, 8038, 20415, 21055, 11878, 16846, 15429, 9663, 18265, 5298, 11309, 8537, 16245, 10970, 12867, 1274, 4497, 11556, 10703, 12678, 1313, 18279, 107, 2129, 8770, 14184, 13091, 10225, 6069, 1474, 4041, 1079, 16434, 21429, 8023, 9632, 1428, 6565, 9465, 10026, 13918, 9334, 8168, 9002, 13179, 11475, 17624, 5634, 10343, 5149, 6369, 11041, 16230, 17292, 17407, 13754, 15435, 17287, 4843, 12339, 4650, 10829, 17023, 6534, 7747, 886, 4459, 18893, 2754, 12148, 12713, 2158, 4049, 20908, 18217]
3067	[13776, 724, 5992, 15721, 14, 5826, 2229, 1405, 21448, 14653, 3695, 7170, 15736, 3374]
3068	[17814, 9776, 4021, 21428, 4813, 9772, 443, 12980, 499, 5076, 3682, 3866, 7306, 2931, 2524, 21290, 2129, 16762, 14255, 14398, 10225, 11954, 20066, 17546, 3747, 15827, 5272, 19096, 5857, 15664, 11188, 4973, 16867, 11010, 18818, 9163, 13838, 13000, 8320, 12364, 17455, 10586, 12009, 5654, 12611, 11786, 5899, 18523, 16645, 10839]
3069	[6459, 3143, 12618, 17753, 18117, 7318, 7427, 18716, 11573, 19256, 6020, 7638, 5594, 1200, 6729]
3070	[3899, 3018, 13547, 14493, 203, 20799, 11549, 5992, 17950, 5343, 7657, 7385, 10106, 301, 15948, 12670, 4321, 20854, 4034, 535, 16998, 7833, 1668, 10324, 20908, 13052]
3071	[13744, 14472, 12475, 16762, 6565, 5709, 1744, 5179, 15183, 19989]
3072	[972, 1339, 4181, 9816, 15648, 14395, 17749, 2931, 17325, 2163, 2092, 8770, 5343, 15709, 2289, 11555, 5463, 6952, 7372, 8029, 20303, 9385, 4425, 1324, 20670, 11357, 948, 18766, 14967, 1441, 1965, 8024, 9346, 53, 16569, 2033, 2047, 6369, 16120, 4940, 4772, 18351, 2991, 6243, 19325, 5257, 18108, 7692, 1669, 20120, 13587, 8676, 8008, 11606, 16748, 676, 16058, 6215, 15080]
3073	[20239, 15767, 17351, 972, 19263, 933, 5234, 11981, 16720, 2053, 16756, 12623, 8917, 1783, 18639, 6347, 15204, 534, 15641, 14182, 5953, 16768, 12490, 13589, 17704, 19867, 3968, 5620, 11414, 15251, 15152, 21400, 3113, 5400, 10134, 953, 2129, 5738, 4375, 11555, 8890, 6611, 2657, 14370, 11984, 21009, 17535, 14492, 4173, 12040, 10015, 11916, 2160, 19304, 11789, 3210, 11935, 5363, 4449, 3045, 17448, 5854, 20612, 2081, 20309, 1859, 6937, 12869, 8590, 20329, 13472, 9131, 10772, 7002, 8200, 10435, 17405, 10289, 16445, 1834, 15816, 6110, 11712, 4157, 12208, 14748, 12584, 1942, 19240, 7403, 9653, 11630, 13054, 17064, 5957, 1564, 18523, 7072, 3637, 20341, 2794, 17049, 13097, 7398, 3099]
3074	[15048, 12534, 9308, 1707, 1092, 12067, 11248, 2063, 7715, 146, 8961, 15119, 16585, 6777]
3075	[17251, 13474, 4512, 2083, 7916, 17138, 4334, 3594, 17998, 4980, 4141, 4340, 121, 10213, 15286, 4244, 6640, 13574, 13148, 4975, 12364, 1354, 5309, 5340, 17764, 3902, 14258, 7246, 4385, 15942, 2597, 12422, 8900]
3076	[15735, 18969, 8191, 14972, 15560, 9776, 3844, 3133, 9538, 9280, 659, 1075, 18934, 9735, 15429, 18572, 658, 3319, 7916, 2351, 13083, 19993, 5738, 19351, 17970, 20041, 8890, 6871, 15710, 19398, 9048, 20748, 19095, 6640, 4973, 9178, 11665, 1270, 18866, 17975, 3613, 15736, 5340, 7430, 18960, 3955, 10839]
3077	[12363, 17055, 21101, 18117, 356, 17106, 19735, 10859, 15152, 6653, 1392, 19403, 11453, 12095, 3301, 10009, 15743, 9160, 1331, 7229, 13000, 10102, 5165, 12009, 8275, 18523, 9787]
3078	[11878, 2461, 9380, 16762, 5647, 15743, 7227, 16080, 19967, 19011, 11124, 17142]
3079	[21320, 8687, 19650, 972, 16907, 11624, 5234, 567, 17964, 2730, 9816, 431, 2027, 11014, 5310, 8997, 12623, 4543, 11588, 20042, 14636, 20379, 13158, 11142, 12497, 1135, 7916, 7427, 2931, 8789, 21290, 2163, 19059, 3657, 15776, 18540, 21103, 19591, 4319, 17469, 4837, 4908, 14105, 14297, 19546, 6586, 19304, 11453, 19096, 11840, 18373, 9710, 5681, 21178, 18907, 3922, 3064, 2179, 10732, 21458, 236, 18536, 15035, 19877, 410, 7924, 17258, 3135, 735, 5750, 16608, 14235, 7779, 2590, 10791, 7505, 5200, 8739, 14454, 8660, 6110, 4498, 5231, 12009, 16080, 7420, 8255, 11786, 11524, 498, 1345, 20207, 1846, 11854, 318, 13039, 7045]
3080	[3018, 21330, 5256, 4507, 17964, 18269, 12618, 2027, 828, 12300, 19247, 6700, 16810, 713, 7427, 13056, 11566, 2129, 4883, 16619, 18324, 5522, 10264, 14149, 9711, 1346, 670, 7049, 18580, 7954, 2179, 8193, 17773, 19899, 14235, 2949, 11502, 11856, 20039, 7833, 8782, 6740, 19967, 2158, 6861, 2547, 2202]
3081	[11624, 12608, 17055, 13776, 443, 9877, 6347, 3037, 2129, 11643, 7657, 16049, 19976, 13105, 9117, 1626, 20332, 12280, 10072, 20670, 13965, 5960, 3800, 7144, 3284, 8606, 11465, 9060, 14315, 14764, 17472, 9787, 13111, 16391, 12712, 11260, 808, 20635]
3082	[20676, 6401, 11894, 7720, 443, 20379, 13443, 21082, 16045, 7231, 19478, 11552, 14396, 11931, 4266, 2129, 9620, 9281, 11615, 3987, 17970, 13105, 8663, 1626, 4141, 9385, 15151, 17268, 4248, 4207, 7255, 16179, 6883, 3362, 8961, 5638, 10976, 16836, 13847, 19666, 13475, 4849, 18070, 10829, 20603, 14436, 18184, 16104, 3637, 20073, 19614, 6777]
3083	[17055, 19105, 16409, 14149, 7714, 17120, 8844, 7638, 813, 2156, 1267, 1398, 3790, 17142]
3084	[3580, 2725, 21115, 15672, 12575, 10607, 6565, 17163, 16676, 2609, 14593, 8033, 20930, 20498, 14746, 10016, 11743, 4506, 13511, 2531, 6501, 18422]
3085	[12487, 8738, 20775, 14817, 15148, 6724, 1565, 17171, 2179, 1057, 9310, 17504, 13929, 20530, 6115]
3086	[14499, 11678, 17182, 7427, 4585, 9385, 21109, 4479, 21120, 14997, 13024, 12009, 15713, 2247]
3087	[12300, 18849, 7450, 16877, 4840, 6368, 20066, 13836, 17120, 670, 1154, 13427, 4265, 7157, 8201, 14550]
3088	[11009, 19891, 828, 18117, 15160, 5992, 2163, 16762, 16619, 11892, 1978, 1242, 14149, 18985, 20180, 17636, 2179, 17892, 7638, 14542, 8749, 1398, 11430, 1200]
3089	[6512, 20634, 17055, 6401, 8710, 1667, 14385, 2292, 6721, 20379, 16011, 14233, 11863, 17419, 11954, 18838, 13237, 5758, 20965, 15053, 19841, 8936, 3695, 7236, 1976, 535, 19893, 4582, 1121, 6086, 16254, 17116]
3090	[861, 16875, 11844, 12424, 13355, 828, 5462, 16673, 18461, 8603, 16217, 14056, 7077, 16622, 7450, 18151, 2016, 2457, 20661, 7427, 18363, 13359, 21104, 10447, 13492, 3456, 4904, 13807, 8206, 14105, 2239, 15850, 20221, 13370, 4887, 4756, 3983, 21254, 4762, 5818, 1880, 14451, 20089, 11665, 14981, 9739, 5040, 1263, 20622, 4224, 20271, 16279, 9960, 14239, 4027, 18866, 19893, 18070, 6110, 2878, 16998, 4582, 12009, 13129, 4048, 21071, 15183, 5296, 20530, 9579, 6991, 318, 20635]
3091	[8914, 9222, 18307, 9874, 2120, 19351, 9492, 4735, 19398, 4973, 18110, 1192, 12933, 8676]
3092	[828, 3509, 21271, 2759, 12475, 11306, 10439, 4202, 7657, 10264, 14149, 20670, 8080, 1190, 2047, 1270, 920, 6562, 759]
3093	[268, 9692, 1952, 9694, 14105, 4239, 8045, 7603, 9548, 3794, 10792, 17763, 1291, 17652, 18866, 10368, 7249, 11148]
3094	[20239, 11303, 8278, 11774, 1231, 7916, 19065, 5796, 12711, 3076, 15798, 4041, 10469, 17448, 6465, 9525, 14994, 5019, 17079]
3095	[10086, 11071, 19314, 4740, 1711, 18460, 18492, 14499, 14292, 14779, 1075, 891, 5462, 10523, 14636, 845, 20379, 10146, 7077, 11864, 2307, 20641, 3835, 5000, 14996, 15200, 1144, 1274, 356, 5606, 9241, 10877, 2931, 15822, 8735, 15152, 734, 17756, 2129, 11052, 3657, 18433, 11930, 5685, 11258, 11816, 21126, 5463, 6300, 21009, 6498, 20294, 9385, 588, 8247, 11357, 15936, 10754, 8742, 13202, 17763, 6292, 14949, 1606, 3670, 14397, 15978, 18043, 4772, 17767, 3135, 11117, 20216, 20025, 2417, 19325, 12083, 16447, 11229, 19337, 1200, 17293, 5053, 17142, 12960, 676, 15080]
3096	[6167, 14656, 5052, 20379, 15603, 12689, 11566, 14184, 14366, 3353, 9115, 18197, 18866, 5053, 6777, 15080]
3097	[14499, 9855, 5462, 18468, 8760, 3866, 18447, 8657, 7349, 7304, 19351, 1626, 4212, 6883, 3022, 6283, 15181, 6243, 21011, 5338, 6159, 21093, 17764, 12033, 7246, 4385, 14317, 17720, 13994, 17116]
3098	[17055, 7095, 12618, 10320, 19464, 3657, 8143, 14410, 14997, 13001]
3099	[861, 11009, 21447, 18117, 7427, 6653, 16619, 19149, 14149, 1545, 6221, 16120, 11465, 14694, 2869, 18210, 1267, 15713, 12185, 3790]
3100	[11318, 12914, 1741, 14231, 488, 19237, 15655, 21400, 19399, 13531, 16179, 17763, 20135, 20306, 7430, 17395, 1404]
3101	[18321, 19278, 12475, 21290, 9066, 7588, 11216, 853, 19958, 17658]
3102	[17251, 9772, 9300, 12235, 12475, 7427, 11566, 2941, 18629, 7588, 2044, 14149, 20403, 14993, 1154, 19604, 11808, 12267, 11700, 2179, 3189, 18545, 14550, 17720]
3103	[21264, 16694, 3891, 4252, 443, 1075, 21271, 7486, 13388, 8815, 14396, 3833, 19351, 12762, 1275, 18077, 13237, 2179, 12364, 14905, 7646, 1132, 2392, 7246, 4890, 4164]
3104	[12618, 11461, 21101, 18117, 2163, 5080, 11566, 20066, 21434, 9385, 18580, 3189, 4065, 3193, 2971, 4931, 7066, 14527, 15452, 2319]
3105	[15735, 15560, 15507, 11191, 12914, 5256, 5367, 6512, 17934, 3619, 5630, 5631, 21441, 828, 11402, 1707, 4574, 15369, 6207, 11632, 4766, 1056, 19478, 17855, 18447, 14523, 1359, 4165, 11903, 10377, 11931, 17572, 16511, 8722, 14309, 8338, 3594, 17226, 4960, 11937, 4616, 19351, 11258, 3311, 13105, 2614, 17741, 7372, 6300, 18147, 4550, 17942, 9818, 18431, 7715, 10909, 8793, 9726, 10594, 9617, 146, 8123, 17763, 19906, 18152, 8961, 4391, 13090, 10878, 1542, 16836, 13648, 17308, 8702, 11331, 17079, 21411, 14411, 6548, 10461, 5390, 14663, 20039, 6159, 2883, 9229, 16828, 7430, 5594, 17256, 16206, 10780, 4385, 5053, 10839, 1752, 16254, 11977]
3106	[18847, 15560, 2687, 116, 19061, 4021, 21116, 17447, 13474, 17055, 6401, 10438, 2320, 12618, 11500, 9631, 19237, 2198, 9877, 5201, 11402, 14029, 6060, 4708, 21271, 11309, 19478, 15016, 2274, 12505, 11306, 2767, 2858, 21397, 13359, 11270, 4916, 5992, 5618, 4966, 10218, 19351, 3076, 923, 3164, 16619, 7372, 1626, 15488, 13038, 8346, 11694, 1242, 17331, 6586, 10982, 14043, 12280, 20670, 16906, 4887, 1276, 17120, 17990, 12670, 15525, 4227, 13237, 7523, 6899, 410, 19899, 16120, 9171, 6532, 14325, 1386, 5976, 6272, 1057, 2201, 2971, 6548, 17661, 20039, 11157, 12208, 15572, 15736, 8301, 17240, 6831, 15474, 15937, 18523, 3790, 4385, 7373, 13191, 13459, 16595, 12996]
3107	[17055, 4512, 19891, 15933, 12623, 18117, 20932, 13476, 17134, 12505, 6452, 5509, 21290, 20795, 1665, 5618, 2163, 1993, 19985, 6368, 16619, 1392, 7550, 3097, 9168, 13836, 17120, 670, 21109, 10727, 609, 19256, 4673, 15743, 11928, 14919, 16120, 17244, 1866, 21120, 8020, 5165, 18857, 8739, 7446, 10829, 1980, 2156, 12009, 14550, 2782, 20306, 15269, 1200, 3790, 14394, 10109, 15452, 4084, 15361]
3108	[15957, 12361, 19382, 11181, 10307, 280, 4673, 3189, 10829, 19360, 2206]
3109	[12606, 2261, 1455, 21315, 10970, 2125, 4916, 5992, 4960, 11637, 9497, 6272, 21249]
3110	[17860, 10977, 362, 18738, 6679, 13067, 12438, 17387, 18304, 388, 3100, 12015, 2541, 21397, 8286, 17581, 9078, 15033, 15459, 18933, 5647, 1131, 17634, 13312, 8304, 11694, 170, 11789, 7855, 17990, 14760, 11808, 19449, 418, 1879, 9115, 2179, 13757, 16867, 11665, 19255, 9903, 14608, 8702, 20168, 12240, 16607, 535, 6159, 5636, 20135, 4385, 15305, 19011, 11079, 17720, 6991, 2070]
3111	[20005, 20239, 14972, 20132, 17251, 861, 12914, 13282, 6512, 9776, 21428, 4813, 6401, 14499, 4330, 12431, 12618, 2003, 20983, 849, 19866, 917, 3956, 16842, 7720, 19237, 14385, 1455, 15429, 20379, 12907, 148, 12264, 21271, 9215, 658, 21228, 4281, 1135, 19478, 16737, 1947, 356, 2767, 9321, 17366, 11270, 4916, 5701, 5080, 10047, 15459, 2941, 4904, 11680, 12436, 8183, 17634, 16619, 7372, 1626, 13038, 17535, 11694, 15249, 17709, 170, 9818, 10264, 17268, 14149, 20670, 16916, 9847, 1275, 17863, 1965, 15525, 3794, 10792, 16179, 7049, 12133, 14768, 8961, 12093, 7757, 3998, 9206, 14994, 5926, 7141, 1744, 12988, 11465, 12782, 5582, 11331, 3537, 10632, 16279, 12083, 14542, 17742, 18866, 20039, 6110, 6562, 6159, 6163, 11136, 4157, 7064, 15572, 12740, 17630, 14880, 5340, 8218, 9656, 14970, 9737, 266, 12148, 15884, 2728, 5899, 426, 11836, 18086, 17293, 18428, 12271, 6777, 21152, 12712, 14298, 3430, 20331, 6991]
3112	[3431, 18117, 20011, 12505, 7355, 18712, 18152, 1744, 2971, 19636]
3113	[13002, 6646, 12902, 13776, 16750, 2519, 19791, 11309, 18304, 2810, 4921, 13319, 3749, 16638, 8169, 15251, 21400, 107, 1092, 13563, 4616, 3230, 4375, 15798, 18324, 20009, 8690, 5143, 4041, 588, 21176, 11969, 791, 11470, 8610, 10205, 10343, 17262, 19578, 20398, 12231, 19678, 35, 16641, 17688, 19929, 16206, 9863, 12712, 8763, 5017, 18862]
3114	[2687, 10768, 443, 356, 7427, 13105, 16906, 17120, 16120, 266]
3115	[10086, 2687, 12491, 5367, 1339, 14827, 1845, 4858, 18531, 13178, 1496, 16223, 15622, 12843, 969, 16841, 215, 3634, 1651, 13153, 6304, 19815, 10767, 2420, 18609, 10054, 4116, 20208, 12566, 10141, 21009, 6498, 14806, 14160, 11297, 677, 4350, 17672, 12147, 19056, 6220, 16668, 15495, 8123, 5548, 9392, 10012, 7567, 2636, 14887, 6890, 10224, 3537, 13470, 12017, 10461, 11480, 17667, 4677, 14748, 5636, 13087, 9229, 19804, 5385, 2669, 12552, 10393, 8676, 20642, 8276, 12109, 430, 4317, 2621, 676, 16058]
